GEOID20,district
12109000028,6
12109000037,11
12109000036,6
12109000035,11
12109000010,6
12109000038,6
12109000039,6
12109000012,11
12109000013,6
12109000020,6
12109000021,6
12109000041,6
12109000040,6
12109000043,6
12109000029,6
12109000045,6
12109000014,6
12109000030,6
12109000044,6
12109000046,6
12109000047,6
12109000018,6
12109000042,6
12109000048,6
12109000017,6
12109000023,6
12109000011,6
12109000019,6
12109000015,6
12109000016,6
1209500220A,0
1209500430D,20
1209500220B,0
12109000084,6
12109000060,6
12109000085,6
12109000067,6
12109000076,6
12109000073,6
12109000057,6
12109000075,6
12109000050,6
12109000071,6
12109000065,6
12109000077,6
12109000053,6
12109000078,6
12109000072,6
12109000052,6
12109000068,6
12109000059,6
12109000058,6
12109000054,6
12109000083,6
12109000081,6
12109000079,6
12109000049,6
12109000080,6
12133000002,5
12133000003,5
12133000001,5
12133000024,5
12133000007,5
12133000020,5
12133000005,5
12133000012,5
12133000004,5
1213300004C,5
1213300004D,5
1213300004E,5
1213300005B,5
12133000009,5
12133000013,5
1213300009D,5
12133000023,5
12133000019,5
12133000018,5
1213300007A,5
12133000025,5
12133000006,5
12133000027,5
1213300009C,5
12133000014,5
12133000017,5
12133000026,5
12039000018,5
12039000019,5
12039000047,5
12039000021,5
12039000017,5
12039000024,5
12039000004,5
12039000006,5
12039000009,5
12039000010,5
12039000030,5
12039000029,5
12039000044,5
12039000002,5
12039000038,5
12039000028,5
12039000027,5
12039000037,5
12039000035,5
12039000007,5
12039000039,5
12039000005,5
12039000036,5
12039000008,5
12039000001,5
12039000012,5
12039000032,5
12039000034,5
12039000033,5
12039000003,5
12039000025,5
12039000043,5
12039000015,5
12039000041,5
12039000013,5
12039000014,5
12039000016,5
12039000011,5
12039000040,5
12039000031,5
12039000022,5
12039000023,5
12039000020,5
12039000042,5
12039000045,5
12039000026,5
12039000046,5
12039000048,5
12047000006,22
12047000004,22
12047000005,22
12047000002,22
12047000007,22
12047000001,22
12047000008,22
12047000003,22
12131000330,5
12131000320,5
12131000340,5
12131000310,5
12131000410,5
12131000420,5
12131000430,5
12131000230,5
12131000130,5
12131000440,5
12131000540,5
12131000350,5
12131000360,5
12131000110,5
12131000220,5
12131000210,5
12131000530,5
12131000510,5
12131000520,5
12131000240,5
12131000120,5
12099000885,10
12099000025,9
12099000009,10
12099000176,10
12129000002,5
12129000011,5
12129000001,5
12129000005,5
12129000006,5
12129000012,5
12129000008,5
12129000007,5
12129000004,5
12129000003,5
12129000009,5
12129000010,5
12097000138,20
12105000234,3
12057000014,19
12057000142,17
12057000031,17
12023000008,22
12023000006,22
12023000001,22
12023000007,22
12023000023,22
12023000017,22
12023000022,22
12023000024,22
12023000014,22
12023000005,22
12023000013,22
12023000011,22
12023000019,22
12023000010,22
12023000004,22
12023000002,22
12023000020,22
12023000021,22
12023000012,22
12023000015,22
12023000009,22
12023000003,22
12023000016,22
12023000018,22
12023000025,22
12129ZZZZZZ,5
12065000006,5
12065000005,5
12065000009,5
12065000004,5
12065000001,5
12065000007,5
12065000008,5
12065000003,5
12065000015,5
12065000002,5
12065000010,5
12065000013,5
12065000014,5
12065000012,5
12065000011,5
12065000016,5
12057000136,17
12057000096,19
12057000138,17
12057000114,17
12057000098,17
12057000126,17
12057000046,19
12057000148,17
12057000149,17
12057000073,17
12057000118,17
12057000132,17
12057000051,19
12057000047,21
12057000012,21
12057000154,17
12057000062,17
12057000061,17
12057000040,21
12057000069,21
12057000143,17
12057000065,19
12057000124,17
12057000140,17
12057000037,19
12057000055,19
12057000076,17
12057000077,17
12057000147,17
12057000066,19
12057000075,17
12057000099,17
12057000100,21
12057000080,17
12057000094,17
12057000106,21
12057000063,17
12057000036,19
12057000128,17
12057000034,19
12057000053,21
12057000095,17
12057000150,17
12057000130,17
12057000090,19
12057000087,19
12057000146,17
12057000102,17
12057000144,17
12057000104,3
12057000134,17
12057000152,17
12057000091,17
12057000110,17
12057000057,21
12057000078,21
12057000088,17
12057000079,21
12057000093,19
12057000067,17
12057000089,21
12057000122,3
12057000120,17
12057000070,21
12057000097,17
12105000526,20
12105000507,3
12105000506,3
12105000520,3
12105000511,3
12105000501,3
12105000246,3
12105000248,3
12105000250,3
12105000502,3
12105000540,20
12105000537,20
12105000538,25
12105000539,20
12105000513,3
12105000541,20
12105000413,3
12105000416,3
12105000332,3
12105000418,20
12105000124,3
12105000402,3
12105000123,3
12105000108,3
12105000303,3
12105000412,20
12105000304,3
12105000310,3
12105000313,3
12105000321,3
12105000404,20
12105000314,3
12105000312,3
12105000334,3
12105000330,3
12105000323,3
12105000339,3
12105000401,20
12105000409,3
12105000301,3
12105000329,3
12105000333,3
12105000331,3
12105000407,3
12105000340,3
12105000217,3
12105000228,3
12105000229,3
12105000219,3
12105000215,3
12105000121,3
12105000242,3
12105000251,3
12105000521,3
12105000240,3
12105000406,20
12105000104,3
12105000103,3
12105000419,20
12105000319,3
12105000325,3
12105000307,3
12105000326,3
12105000306,3
12105000316,3
12105000302,3
12105000408,3
12105000519,3
12105000510,3
12105000336,3
12105000415,3
12105000528,20
12105000322,3
12105000530,20
12105000534,20
12105000309,3
12105000414,3
12105000337,3
12105000324,3
12105000105,3
12105000327,3
12105000102,3
12105000420,20
12105000525,3
12105000522,3
12105000118,3
12105000213,3
12105000243,3
12105000542,20
12105000527,20
12105000533,20
12105000532,20
12105000531,20
12105000410,3
12105000536,20
12105000535,20
12105000503,3
12105000405,20
12105000107,3
12105000338,3
12105000403,20
12105000411,20
12105000524,3
12105000523,20
12105000421,3
12105000529,3
12105000106,3
12105000225,3
12105000212,3
12105000220,3
12105000239,3
12105000117,3
12105000114,3
12105000208,3
12105000315,3
12105000226,3
12105000241,3
12105000110,3
12105000216,3
12105000119,3
12105000238,3
12105000109,3
12105000221,3
12105000235,3
12105000203,3
12105000207,3
12105000218,3
12105000233,3
12105000209,3
12105000201,3
12105000224,3
12105000205,3
12105000222,3
12105000101,3
12105000115,3
12105000113,3
12105000236,3
12105000237,3
12105000111,3
12105000210,3
12105000116,3
12105000112,3
12105000227,3
12105000214,3
12105000120,3
12105000231,3
12105000204,3
12105000206,3
12105000211,3
12105000223,3
12105000230,3
12105000232,3
12105000125,3
12105000516,3
12105000512,3
12105000518,3
12105000514,3
12105000517,3
12105000247,3
12105000245,3
12105000249,3
12105000244,3
12105000508,3
12105000509,3
12105000505,3
12105000504,3
1201100V059,18
1209500433Z,20
12109000005,6
12055000007,25
12055000008,25
12055000013,25
12055000006,25
12055000004,25
12055000010,25
12055000002,25
12055000003,25
12055000005,25
12055000020,25
12055000025,25
12055000021,25
12055000018,25
12055000024,25
12055000012,25
12055000016,25
12055000015,25
12055000011,25
12055000014,25
12055000017,25
12055000023,25
12055000019,25
12033000163,4
12033000200,4
12033000197,4
12033000192,4
12033000194,4
12033000199,4
12033000040,4
12033000034,4
12033000182,4
12033000102,4
12033000060,4
12033000132,4
12033000174,4
12033000212,4
12033000230,4
12033000158,4
12033000061,4
12033000089,4
12033000213,4
12033000254,4
12033000250,4
12033000262,4
12033000052,4
12033000053,4
12033000054,4
12033000260,4
12033000261,4
12033000255,4
12033000248,4
12033000242,4
12033000245,4
12033000246,4
12033000251,4
12033000235,4
12033000236,4
12033000037,4
12033000241,4
12033000243,4
12033000253,4
12033000238,4
12033000237,4
12033000263,4
12033000247,4
12033000258,4
12033000240,4
12033000259,4
12033000264,4
12033000012,4
12033000104,4
12033000106,4
12033000013,4
12033000142,4
12033000107,4
12033000193,4
12033000109,4
12033000123,4
12033000116,4
12033000115,4
12033000114,4
12033000085,4
12033000083,4
12033000146,4
12033000072,4
12033000219,4
12033000135,4
12033000223,4
12033000148,4
12033000173,4
12033000195,4
12033000022,4
12033000030,4
12033000018,4
12033000205,4
12033000190,4
12033000141,4
12033000122,4
12033000136,4
12033000129,4
12033000153,4
12033000159,4
12033000125,4
12033000008,4
12033000105,4
12033000003,4
12033000139,4
12033000233,4
12033000224,4
12033000019,4
12033000151,4
12033000168,4
12033000020,4
12033000046,4
12033000157,4
12033000234,4
12033000026,4
12033000179,4
12033000082,4
12033000218,4
12033000041,4
12033000094,4
12033000110,4
12033000111,4
12033000124,4
12033000059,4
12033000144,4
12033000133,4
12033000068,4
12033000103,4
12033000180,4
12033000080,4
12033000007,4
12033000188,4
12033000178,4
12033000172,4
12033000091,4
12033000025,4
12033000211,4
12033000055,4
12033000066,4
12033000140,4
12033000090,4
12033000057,4
12033000118,4
12033000004,4
12033000065,4
12033000117,4
12033000086,4
12033000181,4
12033000045,4
12033000074,4
12033000073,4
12033000087,4
12033000149,4
12033000050,4
12033000112,4
12033000088,4
12033000017,4
12033000161,4
12033000232,4
12033000210,4
12033000033,4
12033000231,4
12033000196,4
12033000214,4
12033000176,4
12033000035,4
12033000021,4
12033000206,4
12033000221,4
12033000143,4
12033000029,4
12033000100,4
12033000207,4
12033000081,4
12033000154,4
12033000031,4
12033000130,4
12033000150,4
12033000227,4
12033000099,4
12033000137,4
12033000126,4
12033000131,4
12033000209,4
12033000186,4
12033000167,4
12033000147,4
12033000171,4
12033000038,4
12033000002,4
12033000201,4
12033000183,4
12033000222,4
12033000014,4
12033000016,4
12033000011,4
12033000015,4
12033000198,4
12033000067,4
12033000043,4
12033000187,4
12033000049,4
12033000204,4
12033000156,4
12033000063,4
12033000220,4
12033000069,4
12033000203,4
12033000225,4
12033000044,4
12033000039,4
12033000185,4
12033000005,4
12033000079,4
12033000028,4
12033000152,4
12033000023,4
12033000084,4
12033000217,4
12033000177,4
12033000257,4
12033000249,4
12033000252,4
12033000051,4
12033000256,4
12033000244,4
12033000239,4
12033000027,4
12033000267,4
12033000265,4
12033000266,4
12033000024,4
12033000165,4
12033000162,4
12033000093,4
12033000048,4
12033000138,4
12033000128,4
12033000127,4
12033000032,4
12033000166,4
12033000134,4
12033000121,4
12033000191,4
12033000226,4
12033000215,4
12033000113,4
12033000078,4
12033000006,4
12033000010,4
12033000160,4
12033000175,4
12033000202,4
12033000092,4
12033000155,4
12033000062,4
12033000056,4
12033000042,4
12033000184,4
12033000058,4
12033000064,4
12033000096,4
12033000097,4
12033000070,4
12033000009,4
12033000047,4
12033000101,4
12033000071,4
12033000189,4
12033000098,4
12033000145,4
12033000228,4
12033000075,4
12033000095,4
12033000076,4
12033000169,4
12033000120,4
12033000108,4
12033000077,4
12033000170,4
12033000001,4
12033000119,4
12033000036,4
12033000164,4
12033000229,4
12033000208,4
12033000216,4
12099000886,9
12015000048,15
12015000010,15
12015000094,15
12015000072,15
12015000131,15
12015000087,15
12015000104,15
12015000031,15
12015000090,15
12015000008,15
12015000038,15
12015000127,15
12015000068,15
12015000024,15
12015000129,15
12015000023,15
12015000052,15
12015000055,15
12015000013,15
12015000034,15
12015000015,25
12015000006,15
12015000098,15
12015000091,15
12015000030,15
12015000092,15
12015000020,15
12015000096,15
12015000036,15
12015000033,15
12015000067,15
12015000012,15
12015000047,24
12015000041,25
12015000018,25
12015000002,25
12015000113,15
12015000043,25
12015000051,25
12015000114,25
12015000110,25
12015000004,15
12083000093,1
12083000090,1
12083000066,1
12083000091,1
12083000108,1
12083000094,1
12083000096,1
12083000071,1
12083000059,1
12083000063,1
12083000057,1
12083000102,1
12083000060,1
12083000058,1
12083000076,1
12083000100,1
12083000088,1
12083000021,1
12083000052,1
12083000055,1
12083000073,1
12083000054,1
12083000098,1
12083000089,1
12083000072,1
12083000053,1
12083000101,1
12083000109,1
12083000061,1
12083000056,1
12083000064,1
12083000097,1
12083000075,1
12083000062,1
12083000092,1
12083000074,1
12083000022,1
12083000105,1
12083000103,1
12083000086,1
12083000085,1
12083000087,1
12083000104,1
12083000029,1
12083000031,1
12083000077,1
12083000079,1
12083000025,1
12083000065,1
12083000051,12
12083000039,1
12083000040,1
12083000027,1
12083000042,1
12083000024,1
12083000037,1
12083000028,6
12083000032,1
12083000023,1
12083000038,1
12083000041,1
12083000043,1
12083000106,1
12083000099,1
12083000030,1
12083000033,1
12083000026,1
12083000012,1
12083000003,1
12083000004,1
12083000084,1
12083000010,1
12083000069,1
12083000009,1
12083000005,1
12083000017,1
12083000013,1
12083000070,1
12083000067,1
12083000046,1
12083000018,1
12083000034,1
12083000045,1
12083000044,1
12083000078,1
12083000111,1
12083000014,1
12083000016,1
12083000036,1
12083000068,1
12015000126,15
12015000084,15
12015000057,15
12015000124,15
12015000022,15
12015000076,15
12015000065,15
12015000070,15
12015000106,15
12015000027,15
12015000005,15
12015000078,25
12015000097,15
12015000045,25
12015000112,25
12015000062,25
12015000016,25
12015000003,15
12015000103,25
12015000001,25
12015000108,15
12015000040,15
12015000060,15
12015000026,25
12015000050,15
12083000007,1
12083000006,1
12083000107,1
12083000110,1
12083000008,1
12083000095,1
12083000047,1
12083000081,1
12083000002,1
12083000049,1
12083000048,1
12083000083,1
12083000011,1
12083000001,1
12083000015,1
12083000082,1
12083000080,1
12083000035,1
12083000019,1
12083000020,1
12083000050,1
12086005310,8
12086002581,16
12086009910,8
12086004390,2
12086004391,2
12086006580,8
12086002610,16
12086006592,8
12086006551,8
12086004401,2
12086005910,8
12086004350,8
12086001610,16
12086008432,2
12086006591,8
12086006550,8
12086002480,16
12086005331,8
12086001071,18
12086008431,2
12086005330,8
12086001611,16
12086000699,8
12086005311,8
12086008490,2
12086004111,8
12086002811,16
12086007420,2
12086007961,2
12086007960,2
12086004341,8
12086009840,8
12086004671,2
12086005911,8
12086004301,8
12086002510,16
12086003980,2
12086009820,8
12086004410,2
12086004351,8
12086002660,16
12086004370,8
12086004670,2
12086005361,8
12086004361,8
12086009340,2
12086009841,8
12086003041,16
12086001720,16
12086007421,2
12086009870,8
12086003691,26
12086008491,2
12086004131,2
12086004300,8
12086001721,16
12086001070,18
12086007311,2
12086004381,8
12086003450,8
12086001380,16
12086008430,2
12086002810,16
12086004130,2
12086005500,8
12086003040,16
12086002580,16
12086003690,16
12086002390,16
12086002611,16
12086003001,16
12086004700,8
12086004241,8
12086002501,16
12086009810,8
12086004360,8
12086005501,8
12021000127,2
12021000129,24
12021000112,24
12021000005,24
12021000128,24
12021000111,24
12021000131,24
12021000016,24
12021000140,24
12021000109,24
12021000014,24
12021000143,24
12021000015,24
12021000110,24
12021000113,24
12021000126,24
12021000122,24
12021000124,24
12021000134,24
12021000121,24
12021000123,24
12021000060,24
12021000120,24
12021000118,24
12021000059,24
12021000032,24
12021000030,24
12021000058,24
12021000057,24
12021000061,24
12021000062,24
12021000141,24
12021000130,24
12021000019,24
12021000012,24
12021000106,24
12021000024,24
12021000087,24
12021000027,24
12021000018,24
12087000005,2
12021000135,24
12021000028,24
12021000091,24
12021000002,24
12021000003,24
12021000045,24
12021000054,24
12021000040,24
12021000104,24
12021000052,24
12021000133,24
12021000066,24
12021000038,24
12021000094,24
12021000047,24
12021000114,24
12021000116,24
12021000073,24
12021000069,24
12021000076,24
12021000102,24
12021000071,24
12021000041,24
12021000103,24
12021000098,24
12021000100,24
12021000092,24
12021000101,24
12021000097,24
12021000105,24
12021000034,24
12021000096,24
12021000074,24
12021000138,24
12021000010,24
12021000084,24
12021000080,24
12021000037,24
12021000063,24
12021000031,24
12021000119,24
12021000142,24
12021000139,24
12021000132,24
12021000022,24
12021000017,24
12021000004,24
12021000021,24
12021000023,24
12021000068,24
12021000088,24
12021000055,24
12021000020,24
12021000009,24
12021000067,24
12021000108,24
12021000089,24
12021000046,24
12021000050,24
12021000036,24
12021000093,24
12021000079,24
12021000044,24
12021000025,24
12021000051,24
12021000056,24
12021000026,24
12021000136,24
12021000013,24
12021000086,24
12021000001,24
12021000064,24
12021000137,24
12021000049,24
12021000007,24
12021000070,24
12021000011,24
12021000117,24
12021000072,24
12021000115,24
12021000065,24
12021000033,24
12021000075,24
12021000099,24
12021000053,24
12021000090,24
12021000035,24
12021000085,24
12021000078,24
12021000077,24
12021000107,24
12021000081,24
12021000042,24
12021000095,24
12021000082,24
12021000083,24
12021000039,24
12021000125,24
12021000048,24
12021000006,24
12021000043,24
12021000008,24
12021000029,24
12089020401,11
12089020403,11
12089050101,11
12089020402,11
12089040200,11
12089050301,11
12089040300,22
12089050302,11
12089050400,22
12089010101,11
12089010201,11
12089010100,11
12089020200,11
12089020101,11
12089040100,11
12089040101,11
12089050300,11
12089020102,11
12089020103,11
12089010200,11
12089020100,11
12089030100,11
12089030200,11
12089030102,11
12089050100,11
12089030300,11
12089020300,11
12089020400,11
12089020301,11
12089030101,11
12091000047,4
12091000078,5
12091000060,5
12091000049,4
12091000067,4
12091000035,4
12091000038,4
12091000065,5
12091000058,5
12091000069,5
12091000043,5
12091000034,4
12091000080,5
12091000040,4
12091000030,4
12091000051,5
12091000027,5
12091000046,5
12091000054,4
12091000061,4
12091000050,4
12091000045,4
12091000066,4
12091000063,4
12091000032,4
12091000077,4
12091000001,4
12091000002,4
12091000003,4
12091000004,4
12091000082,4
12091000012,4
12091000006,4
12091000021,4
12091000008,5
12091000019,4
12091000009,4
12091000083,4
12091000071,4
12091000020,4
12091000005,4
12091000076,4
12091000039,4
12091000023,5
12091000036,4
12091000056,5
12091000070,5
12091000014,4
12091000042,5
12091000073,5
12091000025,5
12091000052,5
12087000033,2
12087000030,2
12087000032,2
12087000029,2
12087000008,2
12087000007,2
12087000037,2
12087000010,2
12087000004,2
12087000009,2
12087000003,2
12087000013,2
12087000002,2
12087000001,2
12087000011,2
12087000035,2
12087000031,2
12087000019,2
12087000018,2
12087000016,2
12087000017,2
12087000014,2
12087000024,2
12087000015,2
12087000022,2
12087000021,2
12087000020,2
12087000023,2
12087000028,2
12087000026,2
12087000027,2
12087000025,2
12087000034,2
12087000036,2
12037000007,5
12037000003,5
12037000004,5
12037000001,5
12037000008,5
12037000005,5
12037000002,5
12037000006,5
12073005165,5
12073003414,5
12073001251,5
12073003413,5
12073004154,5
12073003451,5
12073001258,5
12073005258,5
12073005260,5
12073005263,5
12073005221,5
12073005251,5
12073005115,5
12073005219,5
12073005284,5
12073003110,5
12073004153,5
12073004161,5
12073004125,5
12073004173,5
12073004159,5
12073005153,5
12073005212,5
12073004157,5
12073004115,5
12073005220,5
12073005265,5
12073005113,5
12073005224,5
12073005264,5
12073005252,5
12073004109,5
12073004107,5
12073004184,5
12073004101,5
12073004103,5
12073004401,5
12073004119,5
12073003473,5
12073004167,5
12073004405,5
12073004457,5
12073004168,5
12073004458,5
12073004456,5
12073004455,5
12073003475,5
12073004163,5
12073004453,5
12073004451,5
12073003469,5
12073002305,5
12073003453,5
12073003412,5
12073005261,5
12073003459,5
12073003461,5
12073003551,5
12073002380,5
12073003468,5
12073001313,5
12073003409,5
12073001257,5
12073002253,5
12073001359,5
12073001315,5
12073001213,5
12073002363,5
12073002359,5
12073002507,5
12073001502,5
12073001302,5
12073002504,5
12073002366,5
12073001255,5
12073001309,5
12073002503,5
12073005201,5
12073005203,5
12073001314,5
12073005105,5
12073005204,5
12073001505,5
12073002506,5
12073001507,5
12073001303,5
12073001503,5
12073001205,5
12073005107,5
12073002502,5
12073002307,5
12073001501,5
12073001301,5
12073002401,5
12073005154,5
12073001327,5
12073001362,5
12073001203,5
12073005207,5
12073005214,5
12073005209,5
12073003109,5
12073005110,5
12073005211,5
12073003101,5
12073003104,5
12073002511,5
12073002513,5
12073003513,5
12073003403,5
12073003103,5
12073001355,5
12073001317,5
12073001230,5
12073005227,5
12073004111,5
12073005223,5
12073001304,5
12073004162,5
12073001201,5
12073004155,5
12073009000,5
12073003402,5
12073005228,5
12073004408,5
12073004461,5
12073004459,5
12073003477,5
12073004105,5
12073003107,5
12073003455,5
12073004403,5
12073002303,5
12073003467,5
12073003411,5
12073001353,5
12073003457,5
12073001361,5
12073001351,5
12073002355,5
12073005225,5
12073002252,5
12073002251,5
12073001259,5
12073002365,5
12073002358,5
12073001321,5
12073005101,5
12073005103,5
12073002451,5
12073001231,5
12073003509,5
12073003507,5
12073003405,5
12073003401,5
12073001319,5
12073001311,5
12019012800,22
12019021800,22
12019011800,22
12019030400,22
12019011202,22
12019020400,22
12019021600,22
12019030800,22
12019060001,22
1201950400a,22
12019011302,22
12019011500,22
12019011601,22
12019060100,6
12019041003,22
12019070801,6
12019011200,22
12019071000,6
12019041000,22
12019020200,22
12019040801,22
12019030200,22
12019041200,6
12019012200,22
12019041401,22
12019040000,22
12019011000,22
12019012400,22
12019050401,22
12019011301,22
12019040601,22
12019011501,22
1201950602a,22
12019041400,22
12019041002,22
12019011300,22
12019040600,22
12019011203,22
12019011002,22
12019011303,22
12019041201,6
12019020800,22
12019021000,22
12019020600,22
12019061200,6
12019060200,6
12019050601,6
12019060400,6
1201960100a,6
12019060600,6
1201960601a,6
1201961200a,6
12019070200,6
12019070000,6
12019070600,6
12019070800,6
12019070201,6
12019070400,6
12019050800,6
12019011201,22
12019050000,22
12019010000,22
12019011600,22
12019010600,22
12019071001,6
12019010200,22
1201950601a,22
12019050600,6
1201971000a,6
12019050300,22
12019050400,22
12019011001,22
12019050603,22
12019060000,22
1201960000a,22
12019040800,22
12019041001,6
12019020801,22
12127000228,7
12127000214,6
12127000250,7
12127000190,7
12127000202,6
12127000117,6
12127000201,6
12127000063,7
12127000255,7
12127000234,7
12127000213,6
12127000243,7
12127000004,6
12127000185,6
12127000069,7
12127000165,6
12127000235,7
12127000033,6
12127000074,7
12127000169,6
12127000058,7
12127000052,7
12127000196,6
12127000076,7
12127000172,6
12127000171,6
12127000177,6
12127000022,7
12127000011,6
12127000071,7
12127000049,7
12075000013,1
12075000020,22
12075000012,1
12075000010,1
12075000002,1
12075000007,1
12127000023,7
12127000013,7
12127000018,7
12127000034,7
12127000077,7
12127000026,7
12127000037,7
12127000061,7
12127000053,7
12127000168,6
12127000178,7
12127000039,7
12127000158,6
12127000191,7
12127000192,7
12127000170,6
12127000104,6
12127000197,7
12127000167,6
12127000123,6
12127000163,6
12127000085,7
12127000027,7
12127000179,7
12127000086,7
12127000211,7
12127000094,7
12127000217,7
12127000080,7
12127000120,6
12127000148,6
12127000046,7
12127000200,7
12127000097,7
12127000119,6
12127000118,6
12127000128,6
12127000114,6
12127000182,7
12127000221,7
12075000001,1
