PCT_STD,POPULATION
MRN4651,2105
MRN4652,162
MRN4653,144
MRN4654,1001
MRN4660,945
MRN4670,1413
MRN4680,704
MRN4690,1492
MRN4700,221
MRN4710,1692
MRN4720,258
MRN4730,456
MRN4740,479
MRN4750,880
MRN4760,312
MRN4770,167
MRN4771,20
MRT0001,1749
MRT0002,2755
MRT0003,270
MRT0004,2797
MRT0005,688
MRT0006,2576
MRT0007,2209
MRT0008,909
MRT0009,1882
MRT0010,881
MRT0011,1706
MRT0012,3638
MRT0013,4386
MRT0014,2344
MRT0015,1277
MRT0016,2059
MRT0017,1664
MRT0018,1217
MRT0019,2503
MRT0020,1072
MRT0021,2209
MRT0022,1188
MRT0023,2948
MRT0024,680
MRT0025,542
MRT0026,1623
MRT0027,1846
MRT0028,131
NAS0101,1655
NAS0102,3061
NAS0201,2407
NAS0202,2329
NAS0203,1135
NAS0204,2059
NAS0301,1502
NAS0302,2302
NAS0303,1779
NAS0401,2986
NAS0402,309
NAS0403,589
NAS0501,942
NAS0503,2577
NAS0504,1271
OKA0001,859
OKA0002,372
OKA0003,191
OKA0004,560
OKA0005,575
OKA0006,1022
OKA0007,962
OKA0008,2582
OKA0009,2024
OKA0010,1979
OKA0011,2757
OKA0012,673
OKA0013,1726
OKA0014,1326
OKA0015,1447
OKA0016,1309
OKA0017,1288
OKA0018,1276
OKA0019,1396
OKA0020,1286
OKA0021,1027
OKA0022,1109
OKA0023,706
OKA0024,1464
OKA0025,657
OKA0026,792
OKA0027,129
OKA0028,175
OKA0029,282
OKA0030,454
OKA0031,851
OKA0032,1023
OKA0033,1664
OKA0034,821
OKA0035,416
OKA0036,724
OKA0037,907
OKA0038,418
OKA0039,1287
OKA0040,353
OKA0041,225
OKA0042,621
OKA0043,507
OKA0044,246
OKA0045,2094
OKA0046,945
OKA0047,1198
OKA0049,364
OKA0050,1775
OKA0051,321
OKA0052,1889
OKE0001,974
OKE0002,557
OKE0003,1419
OKE0004,2472
OKE0005,1807
OKE0006,2407
OKE0007,910
OKE0008,4331
OKE0009,1231
OKE0010,981
OKE0011,1395
ORA0101,698
ORA0102,579
ORA0103,1015
ORA0104,2088
ORA0105,1284
ORA0106,1908
ORA0107,1542
ORA0108,2533
ORA0109,2442
ORA0110,1067
ORA0111,505
ORA0112,356
ORA0113,881
ORA0114,1603
ORA0115,1057
ORA0116,1843
ORA0117,1834
ORA0118,1311
ORA0119,1033
ORA0120,1228
ORA0121,1249
ORA0122,1036
ORA0123,867
ORA0124,4690
ORA0125,435
ORA0126,2502
ORA0127,244
ORA0128,647
ORA0129,800
ORA0130,978
ORA0131,1900
ORA0132,2244
ORA0133,1929
ORA0134,1978
ORA0135,1802
ORA0136,341
ORA0137,1264
ORA0138,1189
ORA0139,2505
ORA0140,3371
ORA0141,2957
ORA0201,355
ORA0202,813
ORA0203,408
ORA0204,473
ORA0205,89
ORA0206,1240
ORA0207,1205
ORA0208,1707
ORA0209,350
ORA0210,575
ORA0211,382
ORA0212,733
ORA0213,1243
ORA0214,2847
ORA0215,1930
ORA0216,541
ORA0217,836
ORA0218,1053
ORA0219,1261
ORA0220,1578
ORA0221,1211
ORA0222,1408
ORA0223,1549
ORA0224,967
ORA0225,1810
ORA0226,1049
ORA0227,1430
ORA0228,2013
ORA0229,859
ORA0230,398
ORA0231,1082
ORA0232,1169
ORA0233,1186
ORA0234,594
ORA0235,655
ORA0236,806
ORA0237,702
ORA0238,1745
ORA0239,1302
ORA0240,2142
ORA0301,1062
ORA0302,868
ORA0303,1264
ORA0304,1472
ORA0305,1899
ORA0306,1901
ORA0307,3718
ORA0308,546
ORA0309,743
ORA0310,106
ORA0311,596
ORA0312,523
ORA0313,918
ORA0314,1742
ORA0315,1061
ORA0316,4396
ORA0317,1488
ORA0318,1011
ORA0319,402
ORA0320,953
ORA0321,2534
ORA0322,1933
ORA0323,903
ORA0324,1904
ORA0325,2393
ORA0326,1425
ORA0327,824
ORA0328,460
ORA0329,1368
ORA0330,644
ORA0331,2013
ORA0332,399
ORA0333,798
ORA0334,943
ORA0335,555
ORA0336,1749
ORA0337,1023
ORA0338,794
ORA0339,471
ORA0340,818
ORA0341,939
ORA0342,448
ORA0401,1156
ORA0402,1137
ORA0403,811
ORA0404,542
ORA0406,614
ORA0407,168
ORA0408,491
ORA0409,1013
ORA0410,1055
ORA0411,470
ORA0412,269
ORA0413,1015
ORA0414,1563
ORA0415,621
ORA0417,1349
ORA0418,408
ORA0419,2134
ORA0420,1499
ORA0421,1952
ORA0422,929
ORA0423,973
ORA0424,1485
ORA0425,1362
ORA0426,2091
ORA0427,1907
ORA0428,995
ORA0429,1146
ORA0430,4720
ORA0431,3678
ORA0432,1257
ORA0433,3039
ORA0434,24
ORA0435,1946
ORA0436,659
ORA0437,490
ORA0438,1497
ORA0439,1010
ORA0440,3726
ORA0441,1453
ORA0501,2586
ORA0502,2596
ORA0503,1061
ORA0504,468
ORA0505,1241
ORA0506,1203
ORA0507,943
ORA0508,1225
ORA0509,1010
ORA0510,1025
ORA0511,1659
ORA0512,2090
ORA0513,335
ORA0514,1690
ORA0515,1446
ORA0516,461
ORA0517,1242
ORA0518,423
ORA0519,973
ORA0520,1446
ORA0521,1322
ORA0522,369
ORA0523,487
ORA0524,1773
ORA0525,2918
ORA0526,1518
ORA0527,837
ORA0528,1507
ORA0529,753
ORA0530,1480
ORA0531,437
ORA0532,1225
ORA0533,554
ORA0534,1285
ORA0535,1075
ORA0536,1256
ORA0537,1456
ORA0538,12
ORA0539,3073
ORA0540,1308
ORA0541,612
ORA0542,1173
ORA0543,1300
ORA0544,2829
ORA0545,806
ORA0546,1365
ORA0547,548
ORA0548,181
ORA0549,2714
ORA0601,1823
ORA0602,1666
ORA0603,1646
ORA0604,2031
ORA0605,1475
ORA0606,806
ORA0607,405
ORA0608,636
ORA0609,1876
ORA0610,994
ORA0611,1295
ORA0612,638
ORA0613,721
ORA0614,4446
ORA0615,2560
ORA0616,2847
ORA0617,670
ORA0618,1571
ORA0619,648
ORA0620,932
ORA0621,1606
ORA0622,1067
ORA0623,2162
ORA0624,967
ORA0625,1189
ORA0626,729
ORA0627,912
ORA0628,453
ORA0629,1618
ORA0630,693
ORA0632,3041
ORA0633,2456
ORA0634,1672
OSC0100,94
OSC0101,3509
OSC0102,115
OSC0103,88
OSC0104,4075
OSC0105,1250
OSC0106,823
OSC0107,1669
OSC0109,432
OSC0110,2174
OSC0111,669
OSC0112,2116
OSC0113,1789
OSC0130,152
OSC0131,168
OSC0132,244
OSC0133,68
OSC0135,0
OSC0150,603
OSC0151,4183
OSC0152,36
OSC0153,0
OSC0154,691
OSC0155,711
OSC0156,431
OSC0157,925
OSC0158,358
OSC0159,51
OSC0160,400
OSC0200,3108
OSC0201,520
OSC0202,0
OSC0203,282
OSC0204,1878
OSC0210,1281
OSC0211,1901
OSC0212,61
OSC0250,244
OSC0251,626
OSC0300,891
OSC0301,190
OSC0302,1592
OSC0303,1374
OSC0304,1878
OSC0305,1914
OSC0306,741
OSC0307,1008
OSC0308,133
OSC0309,160
OSC0331,407
OSC0350,142
OSC0351,282
OSC0352,311
OSC0360,415
OSC0391,755
OSC0392,565
OSC0400,44
OSC0401,99
OSC0402,83
OSC0403,2811
OSC0405,90
OSC0406,1173
OSC0407,711
OSC0408,59
OSC0410,2648
OSC0411,2477
OSC0412,1044
OSC0420,4269
OSC0450,563
OSC0470,510
OSC0471,217
OSC0500,623
OSC0501,779
OSC0502,1864
OSC0503,1554
OSC0504,1636
OSC0505,117
OSC0506,1697
OSC0508,629
OSC0520,3461
OSC0521,1609
OSC0522,1244
OSC0523,684
OSC0550,795
OSC0553,198
OSC0570,231
OSC0571,33
OSC0580,0
PAL0000,4
PAL1004,0
PAL1008,0
PAL1016,0
PAL1018,466
PAL1019,293
PAL1020,0
PAL1022,1114
PAL1024,0
PAL1026,274
PAL1028,855
PAL1030,0
PAL1032,396
PAL1034,273
PAL1038,1135
PAL1040,285
PAL1042,0
PAL1044,104
PAL1046,324
PAL1048,711
PAL1050,343
PAL1052,1551
PAL1054,449
PAL1056,326
PAL1058,787
PAL1060,191
PAL1062,228
PAL1068,616
PAL1070,103
PAL1072,598
PAL1074,1476
PAL1075,329
PAL1076,1327
PAL1078,242
PAL1080,69
PAL1082,92
PAL1084,7
PAL1088,1
PAL1094,502
PAL1096,5
PAL1098,583
PAL1100,804
PAL1102,1234
PAL1104,730
PAL1106,716
PAL1108,838
PAL1110,3
PAL1112,17
PAL1118,281
PAL1120,0
PAL1122,41
PAL1124,0
PAL1126,729
PAL1128,175
PAL1130,0
PAL1136,1498
PAL1138,1182
PAL1140,261
PAL1142,429
PAL1144,1287
PAL1146,4
PAL1148,610
PAL1152,131
PAL1154,120
PAL1160,2
PAL1164,144
PAL1170,0
PAL1172,104
PAL1182,164
PAL1184,481
PAL1186,371
PAL1188,262
PAL1189,19
PAL1190,3217
PAL1192,686
PAL1194,238
PAL1198,713
PAL1202,224
PAL1206,34
PAL1208,1172
PAL1210,191
PAL1212,50
PAL1214,797
PAL1216,194
PAL1218,0
PAL1228,67
PAL1236,0
PAL1238,685
PAL1240,568
PAL1242,1729
PAL1244,1287
PAL1246,530
PAL1248,397
PAL1250,29
PAL1252,941
PAL1254,112
PAL1258,126
PAL1260,394
PAL1262,0
PAL1264,0
PAL1266,379
PAL1268,114
PAL1270,0
PAL1272,1011
PAL1274,479
PAL1276,85
PAL1278,72
PAL1280,40
PAL1282,191
PAL1284,1769
PAL1288,5
PAL1290,590
PAL1294,17
PAL1296,205
PAL1298,43
PAL1302,72
PAL1304,275
PAL1306,0
PAL1308,4
PAL1316,127
PAL1320,41
PAL1324,320
PAL1326,139
PAL1328,689
PAL1330,0
PAL1332,869
PAL1338,78
PAL1342,92
PAL1344,1077
PAL1346,339
PAL1348,16
PAL1350,409
PAL1352,503
PAL1354,118
PAL1356,849
PAL1358,1
PAL1360,367
PAL1362,305
PAL1364,151
PAL1366,96
PAL1370,209
PAL1374,21
PAL1376,0
PAL1378,1067
PAL1380,50
PAL1382,22
PAL1384,549
PAL1386,109
PAL1388,679
PAL1390,1365
PAL1392,1330
PAL1394,1286
PAL2002,47
PAL2004,259
PAL2010,647
PAL2014,347
PAL2016,463
PAL2018,1300
PAL2020,2
PAL2021,135
PAL2022,1460
PAL2024,1099
PAL2026,1876
PAL2028,527
PAL2030,193
PAL2032,75
PAL2036,1075
PAL2038,1061
PAL2040,465
PAL2041,840
PAL2044,423
PAL2046,58
PAL2048,2
PAL2050,0
PAL2052,227
PAL2054,636
PAL2056,708
PAL2058,1
PAL2060,494
PAL2062,3
PAL2064,0
PAL2066,112
PAL2068,649
PAL2070,1031
PAL2072,1169
PAL2074,0
PAL2076,280
PAL2078,1070
PAL2080,30
PAL2081,41
PAL2082,285
PAL2083,20
PAL2084,75
PAL2086,695
PAL2088,510
PAL2094,15
PAL2096,397
PAL2097,165
PAL2098,624
PAL2100,493
PAL2102,1192
PAL2104,663
PAL2106,359
PAL2108,1023
PAL2110,76
PAL2114,541
PAL2115,154
PAL2116,725
PAL2124,0
PAL2125,231
PAL2126,98
PAL2130,10
PAL2132,19
PAL2134,924
PAL2136,1319
PAL2138,823
PAL2140,901
PAL2142,507
PAL2144,572
PAL2146,934
PAL2150,520
PAL2152,2028
PAL2154,1361
PAL2156,326
PAL2158,1573
PAL2160,275
PAL2162,157
PAL2164,2233
PAL2166,1270
PAL2170,1315
PAL2174,368
PAL2182,956
PAL2184,1070
PAL2186,254
PAL2188,718
PAL2190,1462
PAL2192,248
PAL2194,684
PAL2196,1147
PAL2202,0
PAL2204,644
PAL2206,186
PAL2210,80
PAL2214,709
PAL2216,889
PAL2218,487
PAL3002,1431
PAL3004,27
PAL3006,2018
PAL3010,170
PAL3012,292
PAL3014,586
PAL3020,757
PAL3022,209
PAL3024,637
PAL3032,333
PAL3034,18
PAL3036,84
PAL3038,1263
PAL3040,1015
PAL3042,1061
PAL3044,49
PAL3048,733
PAL3052,462
PAL3060,548
PAL3062,2181
PAL3064,1236
PAL3066,915
PAL3068,1127
PAL3070,352
PAL3072,193
PAL3074,361
PAL3076,204
PAL3078,585
PAL3080,238
PAL3082,891
PAL3084,1029
PAL3086,708
PAL3088,48
PAL3090,824
PAL3092,174
PAL3094,149
PAL3096,286
PAL3098,879
PAL3100,269
PAL3102,834
PAL3104,142
PAL3106,130
PAL3108,614
PAL3110,1109
PAL3112,1089
PAL3114,155
PAL3116,677
PAL3118,33
PAL3120,1297
PAL3122,500
PAL3124,944
PAL3126,498
PAL3128,790
PAL3130,554
PAL3132,672
PAL3133,67
PAL3134,783
PAL3136,690
PAL3138,466
PAL3140,361
PAL3142,421
PAL3146,241
PAL3148,5
PAL3150,280
PAL3152,902
PAL3154,606
PAL3156,783
PAL3158,710
PAL3160,312
PAL3162,264
PAL3164,625
PAL3166,924
PAL3168,966
PAL3170,1401
PAL3172,370
PAL3176,282
PAL3182,57
PAL3186,129
PAL3187,1237
PAL3188,376
PAL3190,368
PAL3192,414
PAL3194,249
PAL3196,1194
PAL3198,926
PAL3200,397
PAL3202,38
PAL4002,483
PAL4006,103
PAL4008,191
PAL4010,1027
PAL4012,151
PAL4014,259
PAL4016,300
PAL4018,409
PAL4020,25
PAL4022,505
PAL4024,162
PAL4026,834
PAL4028,947
PAL4030,122
PAL4034,429
PAL4038,379
PAL4044,48
PAL4046,140
PAL4048,6
PAL4050,1082
PAL4052,60
PAL4053,197
PAL4054,444
PAL4062,53
PAL4064,52
PAL4072,254
PAL4074,516
PAL4076,287
PAL4084,16
PAL4086,328
PAL4088,762
PAL4090,479
PAL4094,692
PAL4096,296
PAL4098,1378
PAL4100,115
PAL4102,687
PAL4104,921
PAL4106,309
PAL4108,846
PAL4110,71
PAL4112,1021
PAL4114,1023
PAL4116,17
PAL4118,573
PAL4120,766
PAL4122,258
PAL4124,948
PAL4126,1563
PAL4128,1004
PAL4130,604
PAL4132,739
PAL4134,487
PAL4136,723
PAL4138,2230
PAL4140,270
PAL4142,897
PAL4144,162
PAL4146,760
PAL4148,1276
PAL4150,1493
PAL4152,629
PAL4154,717
PAL4156,905
PAL4158,869
PAL4160,334
PAL4162,530
PAL4164,775
PAL4166,972
PAL4168,1125
PAL4170,1317
PAL4172,1568
PAL4174,133
PAL4176,1642
PAL4178,1239
PAL4180,658
PAL4182,701
PAL4184,778
PAL4186,647
PAL4188,1489
PAL4190,2125
PAL4192,1337
PAL4194,229
PAL4196,456
PAL4198,205
PAL4200,305
PAL4202,687
PAL4204,1037
PAL4206,698
PAL4208,1481
PAL4210,966
PAL4212,915
PAL4214,1043
PAL4216,903
PAL4218,776
PAL4220,1189
PAL4222,2881
PAL4224,1978
PAL4226,1117
PAL4228,809
PAL4230,228
PAL5002,521
PAL5003,645
PAL5005,571
PAL5006,346
PAL5008,90
PAL5009,521
PAL5010,1143
PAL5012,223
PAL5014,463
PAL5016,741
PAL5018,648
PAL5020,742
PAL5022,1048
PAL5024,420
PAL5026,720
PAL5028,466
PAL5030,292
PAL5032,159
PAL5034,675
PAL5036,481
PAL5038,499
PAL5040,90
PAL5042,1040
PAL5044,431
PAL5046,1608
PAL5048,495
PAL5050,751
PAL5052,892
PAL5054,717
PAL5055,242
PAL5056,1293
PAL5058,705
PAL5060,366
PAL5062,245
PAL5064,385
PAL5066,1592
PAL5068,361
PAL5070,594
PAL5072,1097
PAL5074,413
PAL5076,1065
PAL5078,474
PAL5080,75
PAL5082,187
PAL5084,731
PAL5086,50
PAL5088,251
PAL5090,835
PAL5092,1086
PAL5094,888
PAL5096,2541
PAL5098,383
PAL5100,1230
PAL5102,617
PAL5104,847
PAL5106,1506
PAL5108,1547
PAL5110,437
PAL5111,63
PAL5112,348
PAL5114,110
PAL5115,66
PAL5116,662
PAL5117,408
PAL5118,46
PAL5119,17
PAL5122,268
PAL5124,97
PAL5126,204
PAL5128,424
PAL5130,183
PAL5132,818
PAL5134,515
PAL5136,572
PAL5138,1196
PAL5140,1338
PAL5142,505
PAL5144,1151
PAL5146,1266
PAL5148,1689
PAL5150,1137
PAL5152,586
PAL5154,1251
PAL5156,807
PAL5158,445
PAL5160,813
PAL5162,697
PAL5164,1097
PAL5166,1078
PAL5168,852
PAL5170,1434
PAL5172,287
PAL5174,641
PAL5176,547
PAL5178,760
PAL5180,493
PAL5182,316
PAL5184,1229
PAL5186,1497
PAL5188,632
PAL5190,344
PAL5192,1123
PAL5194,138
PAL6002,145
PAL6004,691
PAL6006,676
PAL6008,176
PAL6010,119
PAL6012,167
PAL6014,0
PAL6016,245
PAL6018,508
PAL6020,520
PAL6022,1739
PAL6024,1244
PAL6028,823
PAL6029,3
PAL6032,527
PAL6036,352
PAL6038,0
PAL6040,118
PAL6042,1285
PAL6044,917
PAL6045,57
PAL6046,922
PAL6050,832
PAL6051,538
PAL6052,708
PAL6058,841
PAL6060,1041
PAL6062,166
PAL6066,1369
PAL6070,55
PAL6072,158
PAL6073,0
PAL6076,654
PAL6078,795
PAL6080,715
PAL6082,21
PAL6084,280
PAL6086,190
PAL6088,515
PAL6090,1108
PAL6092,260
PAL6094,1172
PAL6098,334
PAL6100,282
PAL6102,353
PAL6104,83
PAL6106,12
PAL6112,341
PAL6114,932
PAL6116,298
PAL6118,1144
PAL6120,252
PAL6122,911
PAL6124,522
PAL6126,156
PAL6128,0
PAL6130,94
PAL6132,189
PAL6134,474
PAL6140,153
PAL6142,0
PAL6146,0
PAL6150,34
PAL6152,163
PAL6154,473
PAL6156,647
PAL6158,1020
PAL6160,711
PAL6162,935
PAL6164,660
PAL6166,1060
PAL6168,84
PAL6172,582
PAL6174,47
PAL6176,24
PAL6178,136
PAL6182,374
PAL6184,588
PAL6186,418
PAL6188,403
PAL6190,449
PAL6192,502
PAL6194,169
PAL6198,513
PAL6200,376
PAL6202,63
PAL6207,240
PAL6208,239
PAL6210,990
PAL6212,197
PAL6214,337
PAL6216,128
PAL6224,648
PAL6226,111
PAL6228,178
PAL6230,924
PAL6232,284
PAL7002,0
PAL7010,357
PAL7012,927
PAL7016,0
PAL7022,396
PAL7024,953
PAL7025,134
PAL7026,1372
PAL7028,1510
PAL7030,27
PAL7032,0
PAL7034,1490
PAL7036,0
PAL7040,886
PAL7041,196
PAL7042,1095
PAL7044,1020
PAL7046,65
PAL7050,0
PAL7054,508
PAL7058,1328
PAL7060,463
PAL7062,484
PAL7064,1065
PAL7066,1583
PAL7068,1425
PAL7070,492
PAL7072,191
PAL7076,2
PAL7078,118
PAL7080,0
PAL7082,419
PAL7084,438
PAL7086,15
PAL7088,815
PAL7090,488
PAL7092,55
PAL7094,248
PAL7096,927
PAL7098,47
PAL7100,488
PAL7102,390
PAL7104,190
PAL7106,1989
PAL7108,663
PAL7110,729
PAL7112,84
PAL7118,46
PAL7120,112
PAL7124,859
PAL7126,3105
PAL7128,1813
PAL7130,2546
PAL7132,1969
PAL7134,346
PAL7138,2307
PAL7146,92
PAL7148,86
PAL7150,844
PAL7152,633
PAL7154,333
PAL7158,985
PAL7160,1806
PAL7162,1227
PAL7164,396
PAL7166,3
PAL7168,1269
PAL7170,1365
PAL7174,1119
PAL7176,203
PAL7178,1032
PAL7179,906
PAL7180,888
PAL7182,940
PAL7186,1675
PAL7188,949
PAL7190,891
PAL7192,0
PAL7194,651
PAL7196,636
PAL7198,16
PAL7200,1032
PAL7202,1316
PAL7204,124
PAL7206,109
PAL7208,805
PAL7210,1376
PAL7212,1345
PAL7214,515
PAS0001,2271
PAS0002,254
PAS0003,1186
PAS0004,405
PAS0005,826
PAS0006,5206
PAS0007,2010
PAS0008,1382
PAS0009,327
PAS0010,396
PAS0011,1309
PAS0012,524
PAS0013,417
PAS0014,1962
PAS0015,4161
PAS0016,391
PAS0017,603
PAS0018,718
PAS0019,503
PAS0020,203
PAS0021,687
PAS0022,895
PAS0023,721
PAS0024,106
PAS0025,3756
PAS0026,1616
PAS0027,3214
PAS0028,2439
PAS0029,1558
PAS0030,2233
PAS0031,757
PAS0032,2219
PAS0033,794
PAS0034,2167
PAS0035,2899
PAS0036,2010
PAS0037,897
PAS0038,1408
PAS0039,187
PAS0040,341
PAS0041,803
PAS0042,3496
PAS0043,406
PAS0044,1778
PAS0045,730
PAS0046,3044
PAS0047,543
PAS0048,416
PAS0049,1779
PAS0050,1311
PAS0051,1011
PAS0052,3032
PAS0053,1437
PAS0054,2317
PAS0055,1848
PAS0056,395
PAS0057,1066
PAS0058,606
PAS0059,3533
PAS0060,531
PAS0061,325
PAS0062,2038
PAS0063,764
PAS0064,1743
PAS0065,1747
PAS0066,2115
PAS0067,725
PAS0068,1930
PAS0069,2638
PAS0070,1140
PAS0071,772
PAS0072,1475
PAS0073,517
PAS0074,1
PAS0075,1541
PAS0076,1058
PAS0077,1574
PAS0078,650
PAS0079,346
PAS0080,128
PAS0081,729
PAS0082,1960
PAS0083,1799
PAS0084,812
PAS0085,943
PAS0086,1799
PAS0087,755
PAS0088,132
PAS0089,461
PAS0090,1220
PAS0091,1250
PAS0092,911
PAS0093,1232
PAS0094,699
PAS0095,1050
PAS0096,983
PAS0097,3231
PAS0098,654
PAS0099,974
PAS0100,371
PAS0101,979
PAS0102,1348
PAS0103,364
PAS0104,447
PAS0105,1460
PAS0106,1578
PAS0107,1099
PAS0108,2738
PAS0109,707
PAS0110,807
PAS0111,1137
PIN0101,1263
PIN0102,720
PIN0103,174
PIN0104,412
PIN0105,1352
PIN0106,134
PIN0107,311
PIN0108,1049
PIN0109,1015
PIN0110,143
PIN0111,140
PIN0112,418
PIN0113,539
PIN0114,448
PIN0115,412
PIN0116,921
PIN0117,652
PIN0118,720
PIN0119,1949
PIN0120,1807
PIN0121,468
PIN0122,40
PIN0123,3464
PIN0125,1180
PIN0126,378
PIN0127,1199
PIN0128,1786
PIN0129,1987
PIN0130,1037
PIN0131,935
PIN0132,914
PIN0133,899
PIN0134,558
PIN0135,2308
PIN0136,878
PIN0137,805
PIN0138,693
PIN0139,1070
PIN0140,3057
PIN0141,1068
PIN0142,994
PIN0143,221
PIN0144,1048
PIN0145,749
PIN0146,551
PIN0147,776
PIN0148,4529
PIN0149,360
PIN0150,2055
PIN0151,1045
PIN0152,1024
PIN0153,1546
PIN0154,102
PIN0155,2493
PIN0156,731
PIN0157,143
PIN0158,1537
PIN0159,2127
PIN0160,1925
PIN0161,2326
PIN0162,2661
PIN0163,670
PIN0164,0
PIN0165,0
PIN0200,679
PIN0201,125
PIN0202,283
PIN0203,430
PIN0204,308
PIN0205,1087
PIN0206,537
PIN0207,527
PIN0208,326
PIN0209,1626
PIN0210,850
PIN0211,337
PIN0212,250
PIN0213,471
PIN0214,421
PIN0215,56
PIN0216,1157
PIN0218,150
PIN0219,625
PIN0220,365
PIN0221,1002
PIN0222,2210
PIN0223,14
PIN0224,919
PIN0225,1019
PIN0226,447
PIN0227,1176
PIN0228,325
PIN0229,948
PIN0230,627
PIN0231,1289
PIN0232,954
PIN0233,758
PIN0234,864
PIN0235,730
PIN0236,1263
PIN0237,759
PIN0238,733
PIN0239,1876
PIN0240,902
PIN0241,1056
PIN0242,642
PIN0243,927
PIN0244,562
PIN0245,368
PIN0246,641
PIN0247,1285
PIN0248,981
PIN0249,358
PIN0250,1860
PIN0251,897
PIN0252,485
PIN0254,237
PIN0255,799
PIN0256,333
PIN0257,721
PIN0258,130
PIN0259,3449
PIN0260,700
PIN0261,938
PIN0262,0
PIN0263,386
PIN0264,70
PIN0265,918
PIN0266,1127
PIN0267,140
PIN0268,741
PIN0269,718
PIN0270,207
PIN0272,352
PIN0273,188
PIN0274,999
PIN0275,214
PIN0301,28
PIN0302,1635
PIN0303,1429
PIN0304,294
PIN0305,1161
PIN0306,1004
PIN0307,1385
PIN0308,182
PIN0309,1000
PIN0310,749
PIN0311,426
PIN0312,356
PIN0313,392
PIN0314,109
PIN0315,379
PIN0316,141
PIN0317,2239
PIN0318,477
PIN0319,27
PIN0320,1109
PIN0321,475
PIN0322,3384
PIN0323,802
PIN0324,630
PIN0325,1109
PIN0326,1193
PIN0327,1984
PIN0328,1034
PIN0329,1097
PIN0330,740
PIN0331,2833
PIN0332,0
PIN0333,664
PIN0334,1151
PIN0335,1715
PIN0336,690
PIN0337,832
PIN0338,742
PIN0339,925
PIN0340,808
PIN0341,673
PIN0342,372
PIN0343,646
PIN0344,925
PIN0345,1950
PIN0346,1872
PIN0347,1313
PIN0348,728
PIN0349,511
PIN0350,575
PIN0401,472
PIN0402,824
PIN0403,824
PIN0404,611
PIN0405,940
PIN0406,356
PIN0407,465
PIN0408,222
PIN0409,481
PIN0415,1276
PIN0416,358
PIN0417,433
PIN0418,320
PIN0419,119
PIN0420,1292
PIN0422,129
PIN0500,884
PIN0501,1408
PIN0502,578
PIN0503,499
PIN0504,849
PIN0505,1064
PIN0506,1256
PIN0507,752
PIN0508,900
PIN0509,950
PIN0510,1439
PIN0511,1491
PIN0514,1126
PIN0515,237
PIN0516,2163
PIN0517,758
PIN0518,2221
PIN0519,624
PIN0520,332
PIN0521,1079
PIN0522,2241
PIN0523,191
PIN0524,292
PIN0525,388
PIN0526,2401
PIN0527,864
PIN0528,1187
PIN0529,940
PIN0530,990
PIN0531,1982
PIN0532,556
PIN0533,591
PIN0534,809
PIN0535,2098
PIN0536,474
PIN0537,2128
PIN0538,2004
PIN0539,930
PIN0540,1420
PIN0541,611
PIN0542,1129
PIN0543,412
PIN0544,2129
PIN0545,299
PIN0601,2637
PIN0602,959
PIN0603,1563
PIN0604,2
PIN0605,806
PIN0606,1214
PIN0607,1269
PIN0608,1043
PIN0609,693
PIN0610,675
PIN0611,1036
PIN0612,539
PIN0613,555
PIN0614,1225
PIN0615,1058
PIN0616,1040
PIN0617,1917
PIN0618,258
PIN0619,795
PIN0620,1263
PIN0621,799
PIN0622,1369
PIN0623,920
PIN0624,334
PIN0625,496
PIN0626,252
PIN0627,2380
PIN0628,1254
PIN0629,295
PIN0630,209
PIN0631,371
PIN0632,915
PIN0633,1041
PIN0634,951
PIN0635,625
PIN0636,270
PIN0637,1298
PIN0638,594
PIN0701,795
PIN0702,686
PIN0703,871
PIN0704,1629
PIN0705,793
PIN0706,881
PIN0710,164
PIN0711,621
PIN0712,2041
POL0101,998
POL0102,340
POL0103,2768
POL0104,2146
POL0105,1615
POL0106,307
POL0107,2398
POL0108,510
POL0109,2260
POL0110,1606
POL0111,1832
POL0112,1703
POL0113,208
POL0114,907
POL0115,1393
POL0116,668
POL0117,2399
POL0118,3315
POL0119,132
POL0120,969
POL0121,1722
POL0123,2322
POL0124,2348
POL0125,153
POL0201,2913
POL0203,867
POL0204,1484
POL0205,903
POL0206,643
POL0207,1181
POL0208,1885
POL0209,1335
POL0210,710
POL0211,1255
POL0212,2184
POL0213,716
POL0214,1372
POL0216,852
POL0217,1439
POL0218,1076
POL0219,733
POL0220,764
POL0221,2043
POL0222,1197
POL0223,496
POL0224,716
POL0225,1453
POL0226,1340
POL0227,274
POL0228,869
POL0229,1142
POL0230,1113
POL0231,1062
POL0232,419
POL0233,166
POL0234,163
POL0235,475
POL0236,1709
POL0237,1578
POL0238,1180
POL0239,692
POL0240,556
POL0241,1081
POL0242,522
POL0243,1417
POL0244,1133
POL0245,2547
POL0246,185
POL0247,2222
POL0248,1490
POL0249,1150
POL0250,1169
POL0251,128
POL0301,841
POL0302,829
POL0303,1677
POL0304,1366
POL0306,1853
POL0307,1514
POL0309,2012
POL0310,314
POL0312,2814
POL0313,1258
POL0314,2507
POL0315,115
POL0316,765
POL0319,1475
POL0321,474
POL0322,1617
POL0323,1391
POL0324,1192
POL0325,896
POL0326,1622
POL0327,1469
POL0329,2127
POL0330,1032
POL0331,494
POL0332,1660
POL0333,1258
POL0334,679
POL0336,1168
POL0337,1791
POL0338,811
