PCT_STD,POPULATION
DAD0818,836
DAD0819,313
DAD0820,840
DAD0821,875
DAD0822,760
DAD0823,713
DAD0824,327
DAD0825,1497
DAD0826,580
DAD0827,121
DAD0827.1,224
DAD0829,330
DAD0829.1,32
DAD0830,477
DAD0831,227
DAD0832,311
DAD0833,290
DAD0835,0
DAD0837,589
DAD0838,310
DAD0839,651
DAD0839.1,0
DAD0840,572
DAD0841,1054
DAD0842,0
DAD0843,0
DAD0843.1,0
DAD0845,90
DAD0845.1,391
DAD0846,1326
DAD0847,1616
DAD0848,442
DAD0849,168
DAD0850,85
DAD0851,1011
DAD0853,801
DAD0854,751
DAD0856,1080
DAD0857,954
DAD0858,638
DAD0859,926
DAD0860,227
DAD0862,1602
DAD0888,52
DAD0889,303
DAD0890,1269
DAD0891,1213
DAD0892,50
DAD0893,127
DAD0894,178
DAD0895,461
DAD0897,573
DAD0900,359
DAD0901,604
DAD0903,2152
DAD0904,1868
DAD0905,440
DAD0906,781
DAD0907,807
DAD0909,2124
DAD0910,1157
DAD0911,1390
DAD0913,1567
DAD0914,388
DAD0915,1418
DAD0916,1379
DAD0918,590
DAD0919,811
DAD0920,1242
DAD0922,684
DAD0923,0
DAD0924,79
DAD0926,382
DAD0928,2016
DAD0930,214
DAD0931,456
DAD0932,141
DAD0933,0
DAD0934,904
DAD0935,458
DAD0936,262
DAD0937,0
DAD0938,1
DAD0940,260
DAD0941,366
DAD0942,391
DAD0943,117
DAD0945,0
DAD0947,2292
DAD0948,1494
DAD0949,669
DAD0951,1155
DAD0953,890
DAD0955,612
DAD0957,297
DAD0959,466
DAD0960,58
DAD0961,716
DAD0963,473
DAD0965,1335
DAD0966,140
DAD0967,629
DAD0969,1117
DAD0969.1,80
DAD0970,258
DAD0971,214
DAD0974,504
DAD0975,196
DAD0978,82
DAD0979,316
DAD0980,182
DAD0981,520
DAD0982,383
DAD0983,1
DAD0984,3766
DAD0984.1,3
DAD0985,149
DAD0987.1,28
DAD0991,344
DAD0991.1,257
DAD0993,11
DAD0994,270
DAD0995,3133
DAD0996,925
DAD0997,182
DAD0999,61
DES0001,1222
DES0002,479
DES0003,11
DES0005,88
DES0006,104
DES0007,1391
DES0008,98
DES0009,605
DES0010,1934
DES0011,104
DES0013,552
DES0014,909
DES0015,551
DES0016,621
DES0017,888
DIX0001,1396
DIX0002,170
DIX0004,1193
DIX0005,469
DIX0006,424
DIX0007,100
DIX0009,464
DIX0010,250
DIX0011,329
DIX0012,192
DUV0101,1191
DUV0102,2787
DUV0103,522
DUV0104,830
DUV0105,1501
DUV0106,2443
DUV0107,852
DUV0108,935
DUV0109,384
DUV0110,458
DUV0111,419
DUV0112,1143
DUV0113,1711
DUV0114,2320
DUV0201,374
DUV0202,475
DUV0203,2060
DUV0204,1118
DUV0205,2465
DUV0206,1766
DUV0207,1667
DUV0208,417
DUV0209,486
DUV0210,702
DUV0211,902
DUV0212,179
DUV0213,207
DUV0301,187
DUV0302,414
DUV0303,551
DUV0304,649
DUV0305,2096
DUV0306,973
DUV0307,735
DUV0308,433
DUV0309,1076
DUV0310,1189
DUV0311,958
DUV0312,1756
DUV0313,1496
DUV0315,434
DUV0401,443
DUV0402,2018
DUV0403,2823
DUV0404,1062
DUV0405,851
DUV0407,1841
DUV0408,1697
DUV0409,1512
DUV0410,1589
DUV0411,2231
DUV0412,1079
DUV0501,2428
DUV0502,362
DUV0503,700
DUV0504,444
DUV0505,568
DUV0506,2210
DUV0507,425
DUV0508,2019
DUV0509,696
DUV0510,937
DUV0511,668
DUV0512,611
DUV0513,1059
DUV0601,974
DUV0602,661
DUV0603,888
DUV0604,388
DUV0605,541
DUV0606,779
DUV0607,478
DUV0608,1479
DUV0609,311
DUV0610,948
DUV0611,447
DUV0612,454
DUV0613,1136
DUV0614,93
DUV0701,627
DUV0702,683
DUV0703,3986
DUV0704,1925
DUV0705,876
DUV0706,764
DUV0707,1873
DUV0708,885
DUV0709,1269
DUV0710,856
DUV0711,788
DUV0712,1017
DUV0713,2721
DUV0714,1039
DUV0801,1249
DUV0802,964
DUV0803,970
DUV0804,1506
DUV0805,1672
DUV0806,337
DUV0807,253
DUV0808,609
DUV0809,1455
DUV0810,96
DUV0811,483
DUV0812,822
DUV0813,1164
DUV0814,811
DUV0815,993
DUV0816,430
DUV0817,2444
DUV0818,260
DUV0901,2003
DUV0902,1766
DUV0903,1678
DUV0904,1112
DUV0905,771
DUV0906,553
DUV0907,1256
DUV0908,2786
DUV0909,1039
DUV0910,1582
DUV0911,2365
DUV0912,1017
DUV0913,393
DUV0914,3422
DUV1001,1168
DUV1002,1072
DUV1003,500
DUV1004,899
DUV1005,1109
DUV1006,1239
DUV1007,796
DUV1008,1333
DUV1009,430
DUV1010,700
DUV1011,864
DUV1012,693
DUV1013,355
DUV1014,1248
DUV1015,1114
DUV1016,184
DUV1102,27
DUV1103,344
DUV1104,1454
DUV1105,1755
DUV1106,2078
DUV1107,231
DUV1108,1742
DUV1109,516
DUV1110,3183
DUV1111,282
DUV1112,2082
DUV1113,1953
DUV1114,1054
DUV1115,1126
DUV1116,131
DUV1201,994
DUV1202,301
DUV1203,563
DUV1204,482
DUV1205,982
DUV1206,507
DUV1207,348
DUV1208,1112
DUV1209,627
DUV1210,322
DUV1211,1891
DUV1212,2031
DUV1213,1411
DUV1301,1114
DUV1302,1107
DUV1303,768
DUV1304,2124
DUV1305,877
DUV1306,1100
DUV1307,571
DUV1308,702
DUV1309,803
DUV1310,1775
DUV1311,803
DUV1312,967
DUV1313,1195
DUV1314,514
DUV1315,2491
DUV1401,1540
DUV1402,642
DUV1403,412
DUV1404,2705
DUV1405,1206
DUV1406,366
DUV1407,839
DUV1408,2073
DUV1409,1593
DUV1410,2936
DUV1411,2816
DUV1412,1574
DUV1413,2493
DUV1415,1676
ESC0001,2245
ESC0003,3277
ESC0005,1743
ESC0006,938
ESC0007,2575
ESC0011,772
ESC0014,1561
ESC0015,167
ESC0018,362
ESC0019,2338
ESC0021,1605
ESC0022,858
ESC0023,487
ESC0024,2428
ESC0025,938
ESC0026,3907
ESC0028,1253
ESC0029,1448
ESC0030,1426
ESC0031,1426
ESC0032,491
ESC0033,807
ESC0034,2400
ESC0035,1909
ESC0036,1940
ESC0038,1727
ESC0040,916
ESC0041,1425
ESC0042,1412
ESC0043,1972
ESC0046,1227
ESC0047,1597
ESC0048,1052
ESC0049,1090
ESC0050,373
ESC0051,1970
ESC0054,1408
ESC0055,1224
ESC0056,1629
ESC0058,549
ESC0060,877
ESC0061,859
ESC0062,2859
ESC0063,639
ESC0064,1434
ESC0067,2780
ESC0068,1479
ESC0069,3813
ESC0070,1724
ESC0071,1522
ESC0072,471
ESC0073,1868
ESC0074,3276
ESC0075,2581
ESC0077,2228
ESC0080,943
ESC0082,1136
ESC0083,1750
ESC0086,1557
ESC0088,1289
ESC0090,968
ESC0091,3102
ESC0094,1084
ESC0095,1058
ESC0097,638
ESC0098,2297
ESC0099,1297
ESC0101,1726
ESC0102,1570
ESC0103,1377
ESC0104,1734
ESC0105,2605
ESC0106,1423
ESC0107,2519
ESC0108,2286
ESC0110,377
ESC0111,1609
ESC0112,4054
ESC0113,1484
ESC0114,975
FLA0001,881
FLA0003,1789
FLA0005,243
FLA0007,716
FLA0008,1756
FLA0009,824
FLA0010,1929
FLA0011,1815
FLA0013,1507
FLA0014,2873
FLA0015,1913
FLA0016,1246
FLA0017,1077
FLA0018,2468
FLA0019,2127
FLA0020,2021
FLA0021,1642
FLA0023,2603
FLA0024,2059
FLA0027,1973
FLA0029,3202
FLA0031,612
FLA0033,2480
FLA0035,1241
FLA0037,765
FRA0001,1066
FRA0002,151
FRA0003,981
FRA0004,195
FRA0005,1254
FRA0006,711
FRA0007,671
FRA0008,425
GAD0001,526
GAD0002,852
GAD0003,185
GAD0004,1501
GAD0005,1436
GAD0006,733
GAD0007,412
GAD0008,123
GAD0009,1093
GAD0010,143
GAD0011,676
GAD0012,359
GAD0013,257
GAD0014,335
GAD0015,133
GAD0016,359
GAD0017,356
GAD0018,347
GAD0019,463
GAD0020,124
GAD0021,49
GAD0022,58
GAD0023,557
GAD0024,75
GAD0025,36
GIL001A,492
GIL001B,125
GIL001C,168
GIL002A,793
GIL003A,519
GIL004A,946
GIL005A,477
GIL006A,676
GIL007A,496
GIL008A,367
GLA0001,230
GLA0002,326
GLA0003,197
GLA0004,109
GLA0005,527
GLA0006,403
GLA0007,799
GLA0008,1126
GLA0009,26
GLA0010,209
GLA0011,74
GLA0012,17
GLA0013,524
GUL0001,1096
GUL0002,726
GUL0003,521
GUL0004,888
GUL0005,679
GUL0006,161
GUL0007,338
GUL0008,261
GUL0009,309
GUL0010,390
HAM0001,325
HAM0002,667
HAM0003,522
HAM0004,671
HAM0005,65
HAM0006,267
HAM0007,422
HAM0008,658
HAR0001,86
HAR0002,821
HAR0003,467
HAR0004,526
HAR0005,183
HAR0006,585
HAR0007,1423
HAR0008,130
HAR0009,895
HAR0010,642
HAR0011,726
HAR0012,428
HEN0001,2507
HEN0002,2073
HEN0003,1901
HEN0004,164
HEN0005,194
HEN0006,1245
HEN0007,1118
HEN0008,414
HEN0009,765
HEN0010,717
HER0001,444
HER0002,416
HER0004,2990
HER0006,680
HER0008,2108
HER0009,378
HER0010,1053
HER0012,1078
HER0014,3252
HER0015,2094
HER0017,3306
HER0018,2166
HER0019,3200
HER0021,1518
HER0023,2537
HER0024,4745
HER0025,2242
HER0027,2466
HER0029,1871
HER0030,853
HER0031,1301
HER0033,1789
HER0034,2312
HER0036,2189
HER0038,1698
HER0039,1043
HER0040,2727
HER0042,1257
HER0044,1766
HER0047,2929
HER0048,1787
HER0054,326
HIG0001,1493
HIG0002,2244
HIG0003,880
HIG0004,3410
HIG0005,2522
HIG0006,1201
HIG0007,629
HIG0008,1136
HIG0009,403
HIG0010,668
HIG0011,1118
HIG0012,1126
HIG0013,3420
HIG0014,185
HIG0015,3616
HIG0016,2761
HIG0017,4220
HIG0018,397
HIG0019,3231
HIG0020,1471
HIG0021,1545
HIG0022,202
HIG0023,164
HIG0024,1130
HIG0025,2188
HIL0101,2313
HIL0103,1343
HIL0105,2242
HIL0107,2414
HIL0108,1034
HIL0109,1117
HIL0111,815
HIL0112,1067
HIL0113,691
HIL0115,1301
HIL0116,488
HIL0117,1005
HIL0119,1272
HIL0121,1465
HIL0123,2532
HIL0125,349
HIL0127,1642
HIL0129,1314
HIL0131,1703
HIL0133,471
HIL0135,1614
HIL0137,1055
HIL0139,1182
HIL0141,932
HIL0145,1056
HIL0151,614
HIL0153,264
HIL0157,609
HIL0159,2681
HIL0160,1643
HIL0161,2253
HIL0163,948
HIL0165,1009
HIL0169,2220
HIL0175,1635
HIL0179,1178
HIL0203,2865
HIL0205,2717
HIL0207,1301
HIL0209,1231
HIL0213,1396
HIL0217,1376
HIL0218,399
HIL0219,1145
HIL0221,741
HIL0223,1593
HIL0225,345
HIL0227,1096
HIL0231,1917
HIL0233,1574
HIL0237,1412
HIL0239,1532
HIL0240,1731
HIL0243,1476
HIL0245,1370
HIL0247,261
HIL0249,1282
HIL0301,813
HIL0303,179
HIL0304,142
HIL0305,3235
HIL0307,1560
HIL0309,1611
HIL0317,1772
HIL0318,806
HIL0319,1280
HIL0321,1698
HIL0325,1867
HIL0327,1425
HIL0329,1120
HIL0333,643
HIL0335,919
HIL0338,1072
HIL0339,782
HIL0341,1955
HIL0342,1697
HIL0343,663
HIL0344,2075
HIL0345,1806
HIL0346,0
HIL0347,2194
HIL0353,29
HIL0355,85
HIL0356,215
HIL0357,366
HIL0358,821
HIL0359,691
HIL0360,640
HIL0361,1008
HIL0362,227
HIL0363,212
HIL0364,188
HIL0365,328
HIL0366,330
HIL0368,244
HIL0369,146
HIL0370,298
HIL0371,770
HIL0372,364
HIL0373,0
HIL0401,408
HIL0403,1293
HIL0404,322
HIL0405,923
HIL0407,1454
HIL0410,1248
HIL0411,1280
HIL0412,1720
HIL0413,302
HIL0414,675
HIL0415,883
HIL0421,840
HIL0422,766
HIL0423,1373
HIL0429,1200
HIL0430,355
HIL0431,836
HIL0433,389
HIL0434,1657
HIL0451,2044
HIL0454,1250
HIL0455,1106
HIL0457,1465
HIL0459,2770
HIL0461,413
HIL0462,21
HIL0463,89
HIL0500,1734
HIL0501,168
HIL0502,733
HIL0503,838
HIL0504,1047
HIL0505,944
HIL0506,314
HIL0507,836
HIL0508,1052
HIL0509,215
HIL0510,242
HIL0511,1030
HIL0512,232
HIL0513,52
HIL0514,252
HIL0516,883
HIL0517,496
HIL0519,364
HIL0520,381
HIL0521,876
HIL0522,186
HIL0523,622
HIL0524,496
HIL0525,1216
HIL0526,245
HIL0527,1579
HIL0528,233
HIL0529,565
HIL0530,186
HIL0531,450
HIL0532,79
HIL0533,648
HIL0534,1133
HIL0535,423
HIL0536,62
HIL0537,39
HIL0538,985
HIL0539,128
HIL0540,229
HIL0541,21
HIL0550,54
HIL0551,389
HIL0552,604
HIL0554,95
HIL0555,253
HIL0557,1406
HIL0559,795
HIL0560,6
HIL0562,4984
HIL0563,2193
HIL0565,120
HIL0566,2079
HIL0567,1352
HIL0569,858
HIL0571,535
HIL0573,154
HIL0574,806
HIL0575,904
HIL0577,1093
HIL0578,169
HIL0579,809
HIL0581,812
HIL0583,136
HIL0584,428
HIL0585,873
HIL0587,620
HIL0589,720
HIL0591,636
HIL0595,380
HIL0601,1708
HIL0605,149
HIL0613,530
HIL0617,1282
HIL0622,286
HIL0623,671
HIL0625,299
HIL0626,343
HIL0629,720
HIL0631,428
HIL0633,521
HIL0635,1003
HIL0636,42
HIL0639,127
HIL0641,751
HIL0643,235
HIL0650,621
HIL0651,712
HIL0652,234
HIL0653,810
HIL0654,612
HIL0655,852
HIL0657,333
HIL0658,511
HIL0659,566
HIL0661,196
HIL0662,193
HIL0671,2211
HIL0673,1328
HIL0700,161
HIL0701,1205
HIL0702,14
HIL0703,182
HIL0704,101
HIL0705,186
HIL0706,327
HIL0707,952
HIL0708,349
HIL0709,1073
HIL0710,430
HIL0711,257
HIL0712,985
HIL0713,923
HIL0721,1739
HIL0750,574
HIL0751,575
HIL0753,1941
HIL0754,929
HIL0755,503
HIL0757,2350
HIL0759,2065
HIL0761,1377
HIL0763,132
HIL0764,723
HIL0765,369
HIL0767,415
HIL0769,568
HIL0801,623
HIL0802,511
HIL0803,211
HIL0804,1037
HIL0805,218
HIL0806,490
HIL0807,75
HIL0808,568
HIL0809,201
HIL0810,386
HIL0811,507
HIL0813,1140
HIL0814,177
HIL0815,197
HIL0816,147
HIL0817,826
HIL0818,665
HIL0819,1055
HIL0820,633
HIL0821,1855
HIL0825,381
HIL0827,286
HIL0828,3590
HIL0829,1152
HIL0830,235
HIL0832,968
HIL0833,827
HIL0834,660
HIL0851,922
HIL0852,4089
HIL0853,1255
HIL0854,61
HIL0855,1236
HIL0856,1260
HIL0857,1154
HIL0858,700
HIL0860,280
HIL0862,41
HIL0863,373
HIL0867,1417
HIL0868,388
HIL0869,343
HIL0871,938
HIL0875,1082
HIL0876,556
HIL0877,95
HIL0879,781
HIL0883,2852
HIL0885,2379
HIL0887,1016
HIL0889,395
HIL0891,627
HIL0892,480
HIL0901,1159
HIL0902,365
HIL0904,1405
HIL0905,148
HIL0906,318
HIL0907,574
HIL0908,1336
HIL0909,1198
HIL0911,842
HIL0912,425
HIL0913,4104
HIL0914,626
HIL0915,301
HIL0916,1226
HIL0917,137
HIL0918,23
HIL0919,292
HIL0920,55
HIL0921,818
HIL0922,0
HIL0923,247
HIL0924,66
HIL0925,422
HIL0927,2
HIL0928,384
HIL0929,1480
HIL0930,429
HIL0931,204
HIL0932,3101
HIL0933,214
HIL0934,1002
HIL0935,973
HIL0936,529
HIL0937,33
HIL0938,64
HIL0939,1403
HIL0940,30
HIL0941,75
HIL0942,1883
HIL0943,930
HIL0944,1336
HIL0945,197
HIL0946,4492
HIL0947,1360
HIL0948,620
HIL0949,1932
HIL0950,1228
HIL0951,212
HIL0952,428
HIL0953,801
HIL0954,753
HIL0955,1873
HIL0956,680
HIL0957,375
HIL0958,575
HIL0959,1912
HIL0960,60
HIL0961,474
HIL0962,825
HIL0963,16
HIL0964,179
HIL0965,1261
HIL0966,394
HIL0967,791
HIL0968,695
HIL0969,157
HIL0970,89
HIL0971,834
HIL0972,825
HIL0973,393
HIL0974,113
HIL0979,404
HIL0980,341
HIL0981,410
HIL0982,329
HIL0983,241
HOL0001,711
HOL0002,588
HOL0003,541
HOL0004,668
HOL0005,303
HOL0006,1281
HOL0007,1117
HOL0008,706
IND0001,3
IND0002,1105
IND0003,181
IND0004,4
IND0005,2391
IND0006,647
IND0007,846
IND0008,2093
IND0009,2694
IND0010,3034
IND0011,833
IND0012,312
IND0013,3099
IND0014,1454
IND0015,61
IND0016,1551
IND0017,3490
IND0018,1898
IND0019,2756
IND0020,251
IND0021,1469
IND0022,1915
IND0023,1155
IND0024,793
IND0026,1852
IND0027,2837
IND0028,7110
IND0029,99
IND0030,1003
IND0031,706
IND0032,1831
IND0033,1147
IND0034,2696
IND0035,1697
IND0036,280
JAC0001,952
JAC0002,660
JAC0003,1925
JAC0004,2016
JAC0005,371
JAC0006,1604
JAC0007,1303
JAC0008,323
JAC0009,716
JAC0010,869
JAC0011,1563
JAC0012,1191
JAC0013,443
JAC0014,1646
JEF0001,250
JEF0002,21
JEF0003,39
JEF0004,113
JEF0005,581
JEF0006,265
JEF0007,301
JEF0008,181
JEF0009,156
JEF0010,253
JEF0011,155
JEF0012,326
JEF0013,2
JEF0014,37
JEF0015,45
JEF0016,17
LAF0001,549
LAF0002,266
LAF0003,327
LAF0004,748
LAF0005,367
LAK0001,1492
LAK0002,686
LAK0003,1199
LAK0004,1002
LAK0005,1246
LAK0006,2958
LAK0007,231
LAK0008,1583
LAK0009,321
LAK0010,631
LAK0011,2591
LAK0012,1908
LAK0013,593
LAK0014,1907
LAK0015,2141
LAK0016,1245
LAK0017,976
LAK0018,534
LAK0019,1151
LAK0020,1671
LAK0021,1087
LAK0022,4202
LAK0023,3443
LAK0024,89
LAK0025,2050
LAK0026,2138
LAK0027,502
LAK0028,433
LAK0029,572
LAK0030,801
LAK0031,414
LAK0032,1699
LAK0033,733
LAK0034,199
LAK0035,1848
LAK0036,450
LAK0037,690
LAK0038,1452
LAK0039,1387
LAK0040,528
LAK0041,433
LAK0042,1948
LAK0043,1504
LAK0044,1616
LAK0045,1035
LAK0046,956
LAK0047,1247
LAK0048,1563
LAK0049,1696
LAK0050,847
LAK0051,331
LAK0052,2521
LAK0054,889
LAK0056,503
LAK0057,327
LAK0058,2196
LAK0059,1565
LAK0060,465
LAK0061,631
LAK0062,2801
LAK0063,424
LAK0065,1453
LAK0067,2274
LAK0068,1442
LAK0069,519
LAK0070,265
LAK0071,267
LAK0072,969
LAK0073,681
LAK0074,594
LAK0075,672
LAK0076,163
LAK0078,1321
LAK0079,4798
LAK0080,1343
LAK0081,1272
LAK0082,4123
LAK0083,628
LAK0084,2987
LAK0085,913
LAK0086,157
LAK0087,307
LAK0088,645
LAK0089,1884
LAK0090,517
LAK0091,321
LAK0092,387
LAK0093,869
LAK0094,1444
LAK0095,913
LAK0096,422
LAK0097,2551
LAK0098,85
LAK0099,366
LAK0100,1355
LAK0101,403
LAK0102,200
LAK0103,276
LAK0104,332
LAK0105,607
LAK0106,490
LAK0107,110
LEE0000,0
LEE0001,800
LEE0002,1842
LEE0003,2541
LEE0004,2767
LEE0005,1021
LEE0006,1382
LEE0007,2273
LEE0008,1386
LEE0009,1873
LEE0010,3329
LEE0011,1686
LEE0012,3166
LEE0013,2408
LEE0014,347
LEE0015,910
LEE0016,163
LEE0017,191
LEE0018,420
LEE0019,115
LEE0020,2577
LEE0021,889
LEE0022,3652
LEE0023,2924
LEE0024,1740
LEE0025,3627
LEE0026,1954
LEE0027,728
LEE0028,1758
LEE0029,2439
LEE0030,2633
LEE0031,1434
LEE0032,4018
LEE0033,1491
LEE0034,2125
LEE0035,2368
LEE0036,5894
LEE0037,2109
LEE0038,2808
LEE0039,1614
LEE0040,1847
LEE0041,2081
LEE0042,3786
LEE0043,475
LEE0044,2691
LEE0045,966
LEE0046,2866
LEE0047,3415
LEE0048,2225
LEE0049,1884
LEE0050,2689
LEE0051,3399
LEE0052,2106
LEE0053,3453
LEE0054,130
LEE0055,2687
LEE0056,2404
LEE0057,1370
LEE0058,1848
LEE0059,3208
LEE0060,1671
LEE0061,2224
LEE0062,2096
LEE0063,2351
LEE0064,1408
LEE0065,2775
LEE0066,1315
LEE0067,1687
LEE0068,3165
LEE0069,2180
LEE0070,1894
LEE0071,1222
LEE0072,1015
LEE0073,2889
LEE0074,1787
LEE0075,860
LEE0076,552
LEE0077,1547
LEE0078,2735
LEE0079,1545
LEE0080,1411
LEE0081,276
LEE0082,445
LEE0083,685
LEE0084,1477
LEE0085,1307
LEE0086,3877
LEE0087,1601
LEE0088,822
LEE0089,1907
LEE0090,1070
LEE0091,1793
LEE0092,2392
LEE0093,1607
LEE0094,1619
LEE0095,2007
LEE0096,2468
LEE0097,2922
LEE0098,1867
LEE0099,1704
LEE0100,3148
LEE0101,1777
LEE0102,3036
LEE0103,2360
LEE0104,2507
LEE0105,2322
LEE0106,1595
LEE0107,2676
LEE0108,1831
LEE0109,2592
LEE0110,2017
LEE0111,1947
LEE0112,2797
LEE0113,2012
LEE0114,2576
LEE0115,3594
LEE0116,2605
LEE0117,605
LEE0118,1999
LEE0119,1288
LEE0120,2018
LEE0121,1469
LEE0122,2856
LEE0123,1696
LEE0124,2815
LEE0125,1621
LEE0126,982
LEE0127,126
LEO1203,594
LEO1205,29
LEO1230,0
LEO1255,364
LEO1257,128
LEO1301,431
LEO1302,1084
LEO1303,201
LEO1309,315
LEO1311,349
LEO1313,1191
LEO1314,0
LEO1315,75
LEO1317,496
LEO1319,365
LEO1321,1612
LEO1327,191
LEO1353,47
LEO1355,409
LEO1359,17
LEO1361,97
LEO1362,2
LEO1501,152
LEO1502,339
LEO1503,434
LEO1505,301
LEO1507,735
LEO2251,29
LEO2252,427
LEO2253,84
LEO2303,60
LEO2305,1261
LEO2306,758
LEO2355,9
LEO2358,82
LEO2359,147
LEO2363,166
LEO2365,2118
LEO2366,116
LEO2380,27
LEO2401,145
LEO2451,311
LEO2502,224
LEO2503,0
LEO2504,127
LEO2506,1071
LEO2507,1246
LEO2509,376
LEO2511,1136
LEO2513,404
LEO3101,286
LEO3103,222
LEO3104,78
LEO3107,214
LEO3109,85
LEO3110,307
LEO3401,308
LEO3403,301
LEO3405,67
LEO3409,176
LEO3411,703
LEO3412,92
LEO3414,9
LEO3453,459
LEO3455,242
LEO3457,116
LEO3459,322
LEO3461,237
LEO3467,524
LEO3468,3
LEO3469,690
LEO3473,410
LEO3475,12
LEO3477,82
LEO3501,543
LEO3502,186
LEO3507,524
LEO3509,600
LEO3513,562
LEO3551,0
LEO4101,412
LEO4103,763
LEO4105,5
LEO4107,28
LEO4109,54
LEO4119,797
LEO4125,1352
LEO4153,233
LEO4154,6
LEO4155,200
LEO4157,56
LEO4159,181
LEO4161,335
LEO4162,9
LEO4163,315
LEO4167,492
LEO4168,36
LEO4173,150
LEO4184,85
LEO4401,154
LEO4403,344
LEO4405,498
LEO4408,346
LEO4451,96
LEO4453,76
LEO4455,844
LEO4456,33
LEO4458,35
LEO4459,1206
LEO4461,551
LEO5103,953
LEO5105,1445
LEO5107,157
LEO5110,252
LEO5113,0
LEO5115,225
LEO5153,257
LEO5154,140
LEO5201,359
LEO5203,489
LEO5204,1
LEO5205,14
LEO5207,1012
LEO5209,165
LEO5211,154
LEO5214,571
LEO5219,476
LEO5220,460
LEO5221,827
LEO5224,86
LEO5225,1848
LEO5227,44
LEO5251,159
LEO5252,0
LEO5260,933
LEO5261,394
LEO5263,452
LEO5264,1
LEO5265,0
LEO5284,340
LEV0001,1018
LEV0002,1061
LEV0003,1776
LEV0004,420
LEV0005,1816
LEV0006,328
LEV0007,1541
LEV0008,1112
LEV0009,1858
LEV0010,428
LEV0011,353
LEV0012,1104
LEV0013,1175
LIB0001,55
LIB0002,26
LIB0003,328
LIB0004,394
LIB0005,323
LIB0006,354
LIB0007,300
LIB0008,206
MAD0001,1073
MAD0002,143
MAD0003,1022
MAD0004,159
MAD0005,643
MAD0006,25
MAD0007,528
MAD0008,454
MAD0009,120
MAD0010,582
MAD0011,465
MAN0101,3042
MAN0103,847
MAN0107,517
MAN0111,1088
MAN0117,2619
MAN0119,274
MAN0121,2206
MAN0123,2208
MAN0125,1439
MAN0127,2605
MAN0129,526
MAN0131,2542
MAN0133,121
MAN0135,2548
MAN0137,1830
MAN0139,2844
MAN0141,165
MAN0201,1735
MAN0203,383
MAN0205,768
MAN0207,1885
MAN0209,819
MAN0211,840
MAN0213,5056
MAN0215,908
MAN0217,2939
MAN0219,1788
MAN0221,4182
MAN0223,1905
MAN0301,1030
MAN0303,592
MAN0305,1094
MAN0307,592
MAN0309,315
MAN0311,2094
MAN0313,2338
MAN0315,1769
MAN0317,1755
MAN0323,2584
MAN0325,2269
MAN0327,2309
MAN0329,1462
MAN0331,2499
MAN0333,3217
MAN0401,2774
MAN0403,3193
MAN0405,981
MAN0407,213
MAN0409,3763
MAN0411,2136
MAN0413,1707
MAN0415,3377
MAN0417,2401
MAN0419,2277
MAN0421,1023
MAN0501,5776
MAN0503,3127
MAN0505,2623
MAN0507,1285
MAN0509,1933
MAN0511,2901
MAN0513,1530
MAN0515,3410
MAN0517,3310
MAN0519,3564
MAN0521,2722
MAN0523,2033
MAN0525,1122
MAN0527,618
MON0001,310
MON0002,802
MON0003,594
MON0004,433
MON0005,1393
MON0006,1172
MON0007,472
MON0008,1138
MON0009,987
MON0010,501
MON0011,1220
MON0012,503
MON0013,319
MON0014,245
MON0015,520
MON0016,639
MON0017,595
MON0018,168
MON0019,766
MON0020,248
MON0021,89
MON0022,35
MON0023,717
MON0024,578
MON0025,187
MON0026,746
MON0027,422
MON0028,462
MON0029,799
MON0030,492
MON0031,466
MON0032,806
MON0033,172
MRN0001,721
MRN0002,710
MRN0003,1652
MRN0004,2944
MRN0005,879
MRN0006,1403
MRN0007,1549
MRN0008,630
MRN0009,955
MRN0010,827
MRN0011,552
MRN0012,1283
MRN0013,206
MRN0014,587
MRN0015,902
MRN0016,566
MRN0017,735
MRN0018,2644
MRN0019,422
MRN0040,1381
MRN0050,854
MRN0060,182
MRN0070,96
MRN1500,644
MRN1510,439
MRN1520,402
MRN1530,1819
MRN1540,1339
MRN1550,1038
MRN1560,837
MRN1570,529
MRN1580,843
MRN1590,293
MRN1600,888
MRN1610,1074
MRN2500,406
MRN2510,22
MRN2520,680
MRN2530,714
MRN2540,190
MRN2550,263
MRN2551,496
MRN2560,470
MRN2570,1359
MRN2580,505
MRN2590,641
MRN2600,1979
MRN2610,802
MRN2620,96
MRN2630,410
MRN3510,1100
MRN3520,778
MRN3530,1486
MRN3540,1326
MRN3550,3455
MRN3560,403
MRN3570,1119
MRN3580,1733
MRN3590,1392
MRN3600,858
MRN3610,547
MRN3620,1005
MRN3621,290
MRN3622,429
MRN3630,1064
MRN3640,452
MRN3650,815
MRN3660,897
MRN3670,2686
MRN3680,341
MRN3690,1909
MRN3700,1571
MRN3710,1873
MRN3720,230
MRN3730,1187
MRN3740,394
MRN3750,322
MRN3760,457
MRN3770,1243
MRN3780,1238
MRN3790,241
MRN3800,826
MRN3810,888
MRN3820,585
MRN3830,519
MRN3840,751
MRN4500,973
MRN4510,1399
MRN4520,1430
MRN4521,26
MRN4530,443
MRN4540,688
MRN4550,950
MRN4560,1307
MRN4570,657
MRN4580,1545
MRN4590,1945
MRN4600,494
MRN4610,1225
MRN4620,1033
MRN4630,599
MRN4640,1223
MRN4650,618
